title,author,rating,description,genre
그렇게 물거품이 되어도,다홍,9.98,"인간과의 사랑으로 지느러미를 잃고 인간이 된 미아는
다시 인어로 되돌아가는 방법을 찾기 위해 여행을 떠난다.
그러던 어느 날 미아는 괴물이 되어버린 인어들과 마주치게 되는데..",판타지
하는 사이,안녕,9.84,"모두의 태양이자 주목받는 존재인 강시화, 그런 시화와 특별한 소꿉 친구 사이로 주변의 질투를 받던 이은서. 어느 날 홀연히 사라졌던 시화가 몇 년이 흘러 돌아왔다. 자꾸 흔들리는 은서의 마음과 도저히 짐작할 수 없는 시화의 행동. 우리는 특별한 사이잖아? 너도 그렇게 생각하지? 하지만… 묻고 싶어. 너랑 난 뭐하는 사이야?",로맨스
아카데미에서 살아남기,기린그린 / 코리타,9.33,"즐겨하던 게임의 삼류 엑스트라 악역으로 빙의했다.
야망은 없고 그냥 조용히 살고 싶다. 근데 세상이 참 살아남기 힘들다.
주인공이 할 수 없는 삼류 악역의 방식으로, 난 이 이야기의 끝을 맞이하기 위해 살아남는다!",판타지
벌집,쿼시,7.15,"“이 마을은 벌집이야.”
다 같이 나고 자라 평생을 함께 부대끼며 살아가는 폐쇄적이고 낙후된 한 작은 산골마을,
어린 시절부터 이어져 평생을 괴롭힘당하고 있는 소년, '한우빈'.
'우빈'의 유일한 희망은 돈을 모아 이 마을에서 하루빨리 벗어나는 것.
하지만 그 희망의 불씨가 커지면 커질수록 역설적으로 비극도 커져만 가는데..",스릴러
도깨비의 밤,문식 / 도올,9.94,"도깨비의 피를 물려받은 반요(半妖) 소년 최시우.
이 세상 모든 요괴들의 정점에 올라서기까지.

세상의 밤을 다스리는 요마왕(妖魔王).
그 자리를 놓고 벌어지는 싸움이 시작된다.",액션
소희 훔치기,세라비 / 2L,9.76,"ㅈ찐따 주제에 날 훔치겠다고?
새로운 학교로 전학 간 '김예슬'은 첫날부터 일진 '진소희'에게 찍힌다. 
하지만 예슬은 이에 아랑곳 하지 않는다. 오히려 두꺼운 안경을 벗고 진한 화장을 한 채로 
소희와 똑 닮은 얼굴을 드러낸다. 소희를 도발하는 예슬. 그녀의 ‘자리 뺏기’가 시작된다.",드라마
흑요석의 신부,왕보라청푸름 / 팀 쿼츠,9.96,"사랑 따윈 꿈꿔보지도 못한 초라한 삶.
불행한 결혼생활에 지쳐 목숨을 끊으려던 밤.
내게 특별한 초대장이 날아왔다.
 
[당신은 보석과 같이 빛나는 존재입니다.
당신처럼 빛나는 존재들이 모이는 보석함.
보석함에 들어오시겠습니까? YES? or NO?]
 

가장 특별한 사람들만이 참가할 수 있다는 화려한 파티. <제국의 보석함> 얼굴과 신분을 모두 숨긴 채, ‘진정한 사랑’에 의해 결혼 상대를 만나는 곳.
‘내게도 선택받은 자들처럼, 빛나는 보석이 될 기회가 주어진다면….’
 
그날 밤, 나의 선택이 모든 것을 뒤바꿔놓았다.",로맨스
대위님! 이번 전쟁터는 이곳인가요?,보살 / 비터버 / 리묘,9.95,"대한민국의 내로라 하는 엘리트 특전사 대위 이윤아.
뼛속까지 군인인 그녀의 인생에 로맨스 따위는 없었다.
 
그러나 해외파병 중 포탄을 맞고 정신을 잃은 그녀 앞에 전혀 다른 세상이 펼쳐진다.
 
친구가 쓴 로맨스 판타지 소설에 빙의된 것!
그것도 비루한 삶을 살아가는 엑스트라 '로잘리'가 되어.
 
깊은 한숨을 내쉬며 머리를 짚는 것도 잠깐, 그녀는 이곳을 전쟁터라 여기고 삶을 바꾸기로 한다.
 
""여긴 계급사회지. 내가 군대라는 계급사회는 질릴 정도로 체험을 했거든.""
 
절대적 카리스마로 공작가를 정복해나가는 대위님!
하지만 의도치 않게 로맨스까지 휘어잡게 되는데….
 
""공작, 황태자를 꿇린 소감이 어때? 황제 폐하를 제외하고 처음으로 누군가한테 무릎 꿇은 건데.""
 
원작 남주인공은 여주인공이 아닌 그녀에게 무릎까지 꿇는다.
사랑은 안중에도 없었던 대위님, 이번 전쟁터에서도 승리할 수 있을까?",로맨스
공동급식구역,청건,9.75,"강자가 모든 것을 지배하는 수작고등학교.
전학생 이사나는 공평하지 않은 점심급식에 분노한다.
비분함을 감출 수 없다면 이미 싸움은 시작된 것. 달려 사나!",액션
뼈왕,유성연,9.95,"낯선 이세계에 떨어지게 된 정형외과 의사 이대환. 
그는 뼈를 조립하여 해골을 되살릴 수 있는 능력을 발견한다. 
그렇게 살려낸 수많은 해골들의 지지 속에 뼈왕으로 등극! 
하지만 행복도 잠시. 전투 중에 생명과도 같은 오른팔을 잃게 되고, 오른팔을 되찾기 위해 여행길에 오르게 되는데...",판타지
무제인간,제다,9.5,"불행을 느낄 수 없도록 사람들의 기억이 조작된 세계.
그 속에서 '기억조작자'로 살아가는 소년.

조작된 세계의 삶이 익숙해진 어느 날,
세계가 정한 규칙 때문에 무고한 사람이 희생되고 있다는 사실을 깨닫는다.

조작된 평화를 지킬 것인가, 사람들을 구할 것인가.

소년은 이제 세계와 맞서기 시작한다.",판타지
평화식당,턍 / 서우서우,9.89,"여러 차원이 뒤섞여 아수라장이 된 서울.
지옥에서 온 마왕, 축복 받은 용사, 멸망급 드래곤...
그들 모두 이곳 평화식당에선 얌전한 손님에 불과하다!

차원 최강 요리사 '수아'의 평화로운(?) 식당 운영기!!",판타지
야수라는 공작에게 시집왔는데,나양 / 김승혁 / 박약초,9.96,"광활한 영지와 막대한 부를 가진 스테이턴 대 공작이 내게 청혼했다.
굳이 영지도 없고 이름만 겨우 귀족 가문인 내게 청혼한 이유가 무엇일까?
거기에 더해 수도에서 들려오는 흉흉한 소문이 있었는데…

""스테이턴 공작은, 피도 눈물도 없는 야수라고.""",로맨스
세자와 세자빈의 계약혼인전,산삼,9.97,"조선탈출이 꿈인 원녀 소현과 본인의 자리를 지켜야만하는 왕세자의 사기혼인극

때는 바야흐로 조선시대, 시대가 시대인만큼 여자는 여자, 남자는 남자로 갈라져있다.
여인이 해야할 행동거지도 정해져있고, 바느질, 신부수업, 제사음식 요리 등과 기본적인 학문만 배울 수 있다.

남자는 성균관가고 학문 쌓고 관직도 오름 한계가 없다. 
남자가 배우는 것을 소현은 몰래 훔쳐 배워야 했다. 
어릴때부터 온갖방법으로 스스로 공부해왔다. 

그런 소현의 꿈은 조선밖을 나가서 더 많은 것을 배우고 전 세계를 여행하는 것.
하지만 혼인을 해버리면 모든 것이 물거품이 된다. 


과연 소현은 사기혼인을 잘 마무리 하고 꿈을 이룰것인가.
사기혼인을 들키면 죽는다! 걸리지 않으려면 혼신의 힘을 다해 연기해야한다!",드라마
복수 법률사무소,이석준 / 기선우 / 도진기,9.75,"법의 이름으로 모든 것을 빼앗긴 천재 소년. 
아버지를 살해한 악마 양다곤은 세계적인 전기차 회사인 라이트닝모터스와 어깨를 견주는 글로벌 자동차기업의 회장이 되어 있고... 
법으로 빼앗긴 것은 법으로 되찾는다! 
변호사가 된 윤해성은 수상한 인물들을 모으기 시작한다. 
직원 달랑 두 명의 법률사무소는 한국을 주무르는 거물 양다곤을 무너뜨릴 수 있을까?",드라마
그 남자의 정원,재키 / 원해 / 로즈빈,9.86,"웅크렸던 과거를 딛고 주연으로 우뚝 선 여배우 정원, 시크한 매력의 월드스타 태준과 헤어진 첫사랑 재민과의 사극 촬영이 시작됐다. 촬영장 속 사심 넘치는 좌충우돌 러브 코미디!",로맨스
소곤소곤2,옛사람,9.96,옛사람 작가의 옴니버스 미스터리 드라마 <소곤소곤>이 돌아왔다! 세상 어딘가에 있을 기묘한 이야기.,드라마
센스제로,구리,9.94,"매사에 너무 너무 긍정적이라서 일까? 눈치가 없어도 너무 없는 윤지호. 
그런 그녀를 오랫동안 남몰래 짝사랑해온 남자들이 있다. 
과연 그들의 마음이 최악의 센스제로 윤지호에게 닿을 수 있을까?
이 시대 최고의 넌씨눈 코미디 로맨스.",로맨스
천재 배우의 아우라Aura,기매 / 감차 / 글술술,9.94,"희미한 존재감에도 연기의 꿈을 버리지 못하고
15년간 단역을 반복해온 무명배우 신유명.
어느 날 그의 앞에 연귀(演鬼:연기의 귀신)라는 존재가 나타나 계약을 제의한다.
연귀와의 계약으로 15년 전으로 회귀하고 존재감을 얻자, 그는 빛을 내기 시작한다.
사실 그는 존재감 때문에 묻혀있었지만, 엄청난 연기천재였던 것. 
재능에 안주하지 않고 작품마다,
배역마다 최선의 캐릭터를 만들어나가는 신유명은
점점 라이징스타로 성장해 간다.
그런데 은인이라 생각했던 연귀에게는 복잡한 사정이 있는 것 같다.
유명은 그의 의도가 점차 의심스러워지기 시작하는데...",드라마
사냥개의 회귀본능,아크로 / 스튜디오 W,9.45,"황제에게 세뇌당해 그의 꼭두각시로 살아온 주인공 '얀'.
자신이 황제에게 놀아났다는 것을 알고 복수하려 했지만 막강한 황제의 힘 앞에 쓰러지고 만다.
죽은 줄 알았으나, 눈을 떠보니 훈련병 시절로 회귀했다는 것을 알게 된다.
황제를 향한 복수를 할 것인지, 자신의 가족을 찾을지.
선택은 그의 손에 달려있다.",판타지
걔의 질투,할 / Z6,9.75,"고등학교에 진학한 여학생 ‘공현하’는 학기 초 따돌림의 대상이 된다.
그로 인해 좌절하던 공현하에게 손을 내밀어 준 건 모두가 선망하는 여학생 ‘지혜진’.
지혜진이 손을 내밀어 주자 따돌림들은 모두 멈췄고, 공현하는 자신을 구해준 지혜진을
마음 속 깊이 좋아하게 된다. 그러던 어느 날 지혜진에게 키 크고 잘생긴 소꿉친구 남학생 ‘유권영’이 있다는 사실을 알게 된 공현하는 엄청난 질투심에 사로잡히게 되고, 점점 그 둘 사이의 묘한 관계에 대해 알게 되는데..",로맨스
룸9,은작,9.83,"평범한 대학생 채수진은 정체 모를 공간에 감금되어 있다. 몇 날을 고립감과 외로움으로 괴로워하던 중 이곳에 대한 소개와 나갈 수 있는 방법이 제시된다. 공간은 9개의 밀실로 구성되어 있고 각 방에는 사람들이 갇혀있다. 갇혀있는 사람들 중에 잔인한 연쇄살인마가 있고, 이곳을 탈출하는 유일한 방법은 이 살인마를 죽이는 것이다. 과연 채수진은 지옥에서 빠져나갈 수 있을 것인가!",스릴러
신컨의 원 코인 클리어,스튜디오 호호이 / Akheres,9.61,"가입자 30억, 동시 접속자 3억. 클리어한 사람 0명.
수천만명이 수천, 수만번 도전해도 클리어 하지 못한 가상현실 게임 ‘단탈리안’에 동생이 갇혔다.
""나 킹피 월챔 5회 연속 우승자야. 나보다 가상현실 게임 잘 하는사람, 공식적으로는 없어.""
""단탈리안은 한번도 해본 적 없잖아!""
""괜찮아.
단탈리안, 내가 깬다.""",판타지
그거 사랑 아니야,민원백,9.92,"수연은 6년 사귄 남자친구 정현과 결혼하려고 하지만 이기적이고 자기밖에 모르는 정현과의 결혼을 주변에서 모두 반대한다.

""나랑 왜 결혼하고 싶어?"" 정현의 마음을 확신 받고자 던진 수연의 질문에 정현은 뜻밖의 답을 내놓는다.
""우리 아버지 곧 퇴직하시는데 그전에 뿌린 축의금 환수해야지.""

뭐!? 그게 나와 결혼하려는 이유라고!? 혼란스러운 마음도 잠시, 회사 후임 도경과 지독하게 엮여버리는데…",로맨스
당신의 사랑,오아,9.93,"서른셋. 손이 느린 일러스트레이터 지망생 한사랑.
엄마의 소개로 외모까지 이상형인 최강 스펙 돌싱남 성요셉을 만나 사랑에 빠져 사귀게 되지만...
이 남자, 뭔가 이상하다.",로맨스
3분의 1이 없어도,당과,9.93,"＂서른에도 솔로면 우리끼리 결혼하자!＂
철없는 중학생 때 소꿉친구와 장난처럼 했던 약속. 시간은 흐르고 흘러, 서른이 되는 해. 대학 시절부터 만나 온 남자친구와 결혼을 앞두고 있던 연화는 갑작스러운 파혼 선언에 충격을 받는다. 멍하니 길을 걷던 중 다가오는 차에 부딪혀 깨어나 보니 10년간의 기억은 사라지고 소꿉친구가 보호자 행세를 하고 있다. 보호자? 네가 내 보호자라고?
＂우리 정말 결혼했어?!＂",로맨스
괴물 의상실,스페트,9.96,"패션 디자이너의 꿈을 포기하던 그날, 낯선 세계에 떨어진 윤비단은 우연한 기회로 수상한 의상실에서 일하게 된다.
그곳은 바로 괴물이 인간 사이에 섞여 살아갈 수 있도록 특수한 옷만을 제작하는 괴물 맞춤 의상실 ‘루델리’.
윤비단은 그곳에서 수많은 괴물들을 만나며 옷을 디자인하게 되는데..

과연 꿈을 되찾고 어엿한 디자이너가 될 수 있을까?",드라마
우리는 후라이족,켄타,9.97,"심한 천식질환으로 시골로 이사오게 된 11살 소년 호준이.
어느 날 밤.
푸른 눈을 가진 하얗고 포동포동한 털북숭이가 호준이 앞에 나타나 경고한다.
""우리는 후라이족입니다! 인간은 이 집을 떠나십시오!""",감성
콜미로맨틱,최용성,9.89,"이 작품은 로맨스의 탈을 쓴 스릴러 웹툰입니다. 
'홍덕혜'는 자신이 읽었던 로맨스 <사랑은 테이크아웃!>의 주인공 ‘서나인’이 된다. 
메인 남주인 ‘차민호’와 연인이 되는 소설의 결말과는 달리, 서브 남주인 ‘민규현’과의 사랑을 꿈꾸는 덕혜.
하지만 나인이 일하는 카페에서 살인사건이 일어난다. 피해자는 규현의 여자친구, 용의자는 규현.
소설의 내용과 다른 전개에 당황한 덕혜는 현실 세계로 돌아가기 위한 방법을 찾는다.
<그다이> <평화선도부> 최용성 작가의 감각적인 스릴러.",스릴러
드래곤의 심장을 가지고 있습니다,시뉴라,9.96,"천 년전 포악한 드래곤을 무찔렀다는 용사 샤론.
샤론을 동경하며 자란 아루 앞에 어느날 정체불명의 남자가 등장한다.
뭐? 자기가 바로 그 무시무시한 드래곤이라고? 게다가 내가 바로 그 용사라는데?!
천 년만에 재회한 드래곤과 용사의 귀엽고도 애절한 로맨스 판타지!",로맨스
유주의 우주,샌도,9.82,"사람은 정해진 운명이 있다고 믿는 배유주는 18살 여름, 이사 온 학교에서 우연히 마주쳤었던 아이를 '운명적'으로 만나게 된다. 이 운명, 이루어질까? 여름, 세 사람의 성장 학원로맨스!",로맨스
개꿈,신송림,9.92,"독서실 알바이자 공시생인 27살 윤빛나는 잘생긴 파트너 강경준과 잠자리를 가지며,
그에게 재벌 3세 여자친구 차현주가 있다는 사실을 알면서도 관계를 끊어내지 못하는데...",드라마
마도전생기,포스스튜디오 / codezero,9.84,"정파무림 의천맹의 최강 살수, 천하진.

자유를 찾기 위해 탈출을 감행하지만 코앞에서 목숨을 잃고 만다.

그런데… 
'신교불패, 만마앙복. 삼공자님의 쾌유를 경하드리옵니다!'
무림의 공적, 마교의 삼공자로 전생해버렸다?!

정파무림 최강 비밀병기 천하진의 마도무림 정복기.",무협/사극
비질란테 2부,CRG / 김규삼,9.96,"경찰대학 졸업 후 경위로 임관한 지용은 수상한 고소인 황성구를 조사하게 되고 전국을 휩쓰는 전세사기 사건을 마주하게 된다.
제대로 된 법의 심판을 받지 않는 전세사기 일당을 상대로 지용은 자신이 정한 비질란테의 룰이 시험에 드는 것을 느끼게 되고
전세사기 일당을 쫓던 중 비질란테 4명은 그들의 정체를 아는 누군가로부터 협박을 받게 된다. 
그리고 비질란테 4명은 그들에게서 거악의 그림자를 느끼게 되는데",스릴러
킬러 배드로,김정현 / 임리나,9.95,"배신당한 노인킬러 회춘하다!
그런데... 아무도 날 못 알아봐?! 
""그럼 내가 최강이지!""",액션
인생존망2,"박만사, 땅콩 / 전선욱",9.84,"내가 원했던 삶은 이게 아냐!!!
2배 더 가볍고 2배 더 재밌어진 인생존망 사건들
원래 역사를 되찾기 위한 두번째 <인생존망>이 시작된다!",드라마
욕망일기Deep,"박만사, 김꿀빨 / 누리마루",8.47,"더욱 더 매운맛으로 돌아온 욕망일기의 새로운 에피소드
인간이라면 누구나 가질법한 욕망,
그것이 현실로 이루어진다면?
그 끝은 과연 행복일까 파멸일까..",스릴러
킬러경찰,이제환 / 이윤균,9.78,"조직의 배신으로 죽게 된 전설의 킬러 ‘비광’, 경찰 ‘김경수’의 몸으로 환생한 그는 자신을 배신했던 킬러조직 화국사에게 복수를 다짐한다.",액션
쌉초의 난,쌉초,9.91,"어디로 튈 지 모르는 무한 매력의 소유자 쌉초가 네이버웹툰에 불시착했다! 
""헛웃음도 웃음이다!""를 외치며 팍팍하고 고된 일상 속에서도 
꾸역꾸역 재미를 찾아가는 이 시대의 노력형 작가 쌉초의 털거덕 털거덕 어떻게든 굴러가는 삶 속으로 출발~!",일상
흔한햄,잇선,9.95,"여기, 햄의 전부가 있다. 햄의 눈물, 햄의 좌절, 햄의 기쁨, 햄의 분노, 햄의 절규, 햄의 같은 실수 반복, 햄의 무기력, 햄의 우울, 햄의 친구 관계, 햄의 감정기복, 햄의 발전, 햄의 추락, 햄의 기상, 햄의 도전, 햄의 절망, 햄의 방황, 그래도 살아가는 햄의 인생.",일상
신입사원 강 회장,승승이 / 선 / 산경(山景),9.88,"이 몸은 대한민국10대 재벌,최성그룹의 회장 강용호.
은퇴 선언 후 기분 좋은 찰나 하늘에서 떨어지는 신입사원이
내 머리를 박았다.

근데,내 몸은 어디 가고 신입사원이 돼버렸다?!

""뭐야,나보고 엑셀부터 하라고?""",판타지
얼짱시대,"박만사, 남자의 이야기 / 박만사",9.87,혼란과 낭만이 가득했던 그 시대,드라마
아이 하나,망순,9.79,"20살, 가장 빛날 나이에 임신을 해버린 주인공 소소희, 임신이라는 엄청난 상황에 그녀의 인생이 꼬이기 시작한다.
“난 네게 좋은 엄마가 될수있을까?”",스릴러
황제의 검,레드훅 / 류신 / 임무성,9.68,"정난의 변에서 간신히 살아난 주윤문,
마교 천하제일 천마(天魔)와 소림사 육조 혜능(慧能)을 몸 안에 받아
천마서생 '파천'으로 재탄생하게 되는데…
절대지존을 향한 파천의 새로운 이야기가 시작된다!",무협/사극
짜장 한 그릇에 제갈세가 데릴사위,허일 / 에르훗,9.88,"짜장면 한 그릇으로 전 무림을 평정할 수 있을 것 같다?
최고의 중식 요리사를 꿈꿨지만 중국 송나라 시대로
보내져버린 주인공! 하지만 깨어난 몸에 무공은 전혀 없고,
남은 거라곤 전생에서 익힌 요리 기술들뿐.
그런데 이 요리들... 반응이 매우 좋다!
이번 생에는 과연 짜장면으로 중원을 사로잡고 성공적인 2회차 인생을
살 수 있을까?",무협/사극
왕의 힘으로 회귀한다,성현 / KIM / 안소설,9.5,"무시, 멸시, 괴롭힘이 당연한 비각성자의 삶.

빌어먹을 루저...
빌어먹을 인생...
빌어먹을 각성..!
 
그리고 빌어먹을 죽음의 순간,
나는 기이한 존재 '왕'을 만난다.

 눈 부신 빛과 함께 다시 시작된 또 한 번의 삶.
하지만 이번에는 다르다.
이제 나도 각성자니깐!

내 앞길을 방해하는 모두를 집어삼키고
다시는 누군가에게 고개 숙이는 삶을 살지 않을 거다.",판타지
야매 힐러로 사는 법,14획 / 나옌 / 새송이덮밥,9.96,"어느 날 강승현은
이곳 아즐 대륙에서 눈을 떴다.
이유는 모른다.
그냥 깨어나고 보니 한국이 아닌
판타지 세계에 던져진 것이다.
‘내가 왜 이딴 곳에 온 걸까.’
 
그때 눈앞에 떠오르는 상태창
[당신의 직업은 힐러'?입니다.]
 
하지만 그의 스킬 중에는…
＇응? …힐이 없네?'
그것이 힐 쓸 줄 모르는 힐러인 야매 힐러 인생의 시작이었다.
 
힐 빼고 다 잘하는 강승현이
야매 힐러로 판타지 세상에서
살아남기 위한 이야기가 시작된다.",판타지
마님이네 미국 시골집 이야기,마님,8.48,"마님♡올리버쌤♡체리 가족이 찾아왔습니다!
미국 남자 올리버와 토종 한국인 마님, 그리고 사랑스러운 딸 체리와 다섯 마리 반려 동물까지.
하루종일 육아하고 털 청소하느라 바쁘지만, 그래도 하하 호호 행복한 미국 시골집 이야기.",일상
나를 미워하던 남편이 기억을 잃었다,카레만두 / 액고 / 시세Sisse,9.97,"악명 높은 에버렛 공작가의 사생아 릴리 에버렛. 가문을 위해 팔려가듯 혼인하게 되고 상대는 다름 아닌 테오도르 발렌티노!
에버렛에 의해 모든 걸 잃은 남자와의 결혼 생활은 결코 순탄치 않았다. 
 
‘…내가 사실은 반쪽짜리 사생아조차 아니라고 한다면, 당신은 어떤 표정을 지을까.’ 
 
그렇게 수많은 감정이 교차하기만 하던 어느 날,
그가 기억을 잃어버리고 마는데…? 
 
“기억이 돌아오면 당신…후회할 거예요.”
“아니요, 조금도 후회하지 않을 겁니다.”",로맨스
플레이어가 과거를 숨김,개차반 / 비누끼 / 베데스,9.95,"가상현실게임 '아르카나 대륙전기'가 현실과 동화되면서, 자신의 게임 캐릭터와 동화된 '플레이어'가 등장해 세계를 지키기 시작한다.
평범한 직장인 이호열 역시, 중2때 만든 흑역사 가득 캐릭터 ""그랑펠 클라우디 아르페우스 로미오""에 빙의되는데?!
평상시에는 망직이지만 악마족의 천적이라는 ""악마 사냥꾼""의 직업을 가진 그랑펠, 그의 긍지는 악마 앞에서 가장 드높아지니!
이 세상 유일한 악마사냥꾼 그랑펠(=이호열)이 움직이기 시작한다!",판타지
사랑하는 나의 억압자,LICO / 서사희,9.94,"파다니아 왕가의 혈통이자 군부 대장의 외동딸 아네트 로젠베르크.
2년간의 열애 끝에 아버지의 충실한 수하, 하이너 발데마르와 결혼했다.
모든 것이 완벽했다. - 남편의 배신으로 가문이 몰락하기 전까지는.
“평생 내 곁에서 불행해.” 
아네트는 문득 깨달았다. 이 남자의 복수는 이제 시작이구나.",로맨스
멸망한 세계의 취사병,웨스트 / 조돌 / 마일드커피,9.87,"말년 휴가를 며칠 앞둔 취사병 병장 신영준에게 멸망이 찾아왔다.
삽시간에 아비규환이 되어 버린 대대, 끊어져 버린 연락망.
눈 앞에 보이는 것은 하나!
[각성을 축하드립니다!][직업 : 신입 요리사 Lv.1]
차라리 전사, 암살자 같은 직업이었다면 홀로서기라도 시도해 보았을 것을…
그에게 주어진 것은 누가 봐도 서포터 직업인 요리사.
이렇게 된 이상 어쩔 수 없지.
‘지금부터 너희는 내가 먹여 살린다.’",판타지
탑아이돌의 막내 멤버가 되었다,맛곰 / 강서울,9.97,"""25살…그거 아이돌은 못하는 나이잖아요.""
유명 서바이벌 아이돌 오디션 '스타더스트 프로젝트'에서 탈락했던 도서한.
꿈에 미련은 못버리고 현실과 타협한 채 알바를 전전하는데…눈을 떠보니 8년 전으로 돌아왔다.
그것도 '스타더스트 프로젝트'를 시작하기 직전으로!
막내가 된 (영혼만은) 최고 연장자, 이번에는 오디션에 합격해 아이돌 멤버가 될 수 있을까?",드라마
예명여고,육공,9.94,"주인공 이도아는 학업량이 살인적이지만, 
졸업만 하면 원하는 대학교에 합격할 수 있다는 소문의 사립 '예명여고'에 입학한다.
입학 첫 날, 도아는 담임으로부터 ‘학교 이용수칙’이라는 이상한 것을 받게 되고
곧 아이들이 이 학교를 그만두는 이유가 학업량 때문이 아님을 깨닫게되는데…",스릴러
부패의 사제,"강선율, 보리 / YU / 사다듬",9.94,"세계의 공적, 부패의 교단의 유일한 사제가 되었다.",판타지
회귀자의 은퇴 라이프,서희 / IN사 / 간짜장,9.91,"2018년 퍼스트 게이트가 열린 이후,
여러 차원이 연결된 지구에서 임대인은 20년간 살아남았다.
마침내 맞이한 은퇴식 다음날,
아무것도 없는 20년 전으로 회귀하게 되는데…",판타지
망치하르방,상상어,9.96,"“왜 우리 집 형편에 내 꿈을 맞춰야 해?” 마법사가 되고 싶은 '탄'. 
50년 동안의 망치질로 마법 학교 학비를 마련하는데 성공한다. 
70살 할아버지의 마법학교 입학기! 
그런데 나... 마법사보다 강한 몸이 되어버렸을지도...?",판타지
멸망한 가문의 회귀자,양평 / 성구 / Painkiller,9.8,"후회로만 가득한 생.

스스로의 잘못을 깨닫고 다시 사람이 되고자 했을 때,
이미 가문은 불타 사라진 뒤였다.

발악 같은 분노로 하루하루 연명하던 삶.
그 절망의 끝에서, 간절한 염원이 하늘에 닿았다.

용서받지 못한 자.
운명을 거슬러 검을 들다.",판타지
흑화한 노예남을 길들였다,LICO / 보랏빛마을,9.94,"훗날 검술에 있어 일인자가 되는 남자를 빼돌려 남동생으로 입적시키는 데 성공했다.
그는 전생에서 날 죽였던 빌어먹을 약혼자에게서 날 지켜줄 검이 될 터이니.
""처음 본 순간부터 지금까지 단 한 번도 당신을 가족이라 생각한 적 없습니다. 사랑하는 내 누님.""
내가 동생이라고 거둔 남자는 한 마리 짐승이었다.",로맨스
스쿨 오브 스트릿,슬랭킷,9.93,"천재 댄서이지만 무대 공포증을 지닌 혜은과,
초보 댄서이지만 무대를 두려워하지 않는 수현.
서로 다른 두 댄서의 스트릿 댄스 성장기!",드라마
천 살 연하 황제가 집착한다,이윤희 / 카라,9.93,"숲에서 거둔 아름다운 소년 때문에 천 년의 계획이 망가져 버렸다. 
결국 아리엘은 그 소년을 버렸다. 
10년 후. 버림 받은 원한을 품은 소년, 세드릭이 숲에 쳐들어 온다. 
그리고 세드릭은 숲을 활활 태우는 불길 속에서, 
“결혼하자, 아리엘.” 
이라며 청혼했다. 
아리엘, 나이-1000살+@, 직업-대마법사. (특이사항 : 마력 없음) 
아무래도… 인생 계획을 새로 짜야겠는데?!",로맨스
묘약마녀,자유,9.97,"약제사 바나는 블레록 시에서 작은 약초 상점을 운영하고 있다. 
이 마을에는 밤만 되면 저주를 걸고 사라지는 ‘마녀 레이븐’이란 존재가 있어, 
바나는 마녀의 저주를 푸는 약을 자주 의뢰받고는 한다. 
그러던 어느 날, 한 경관이 바나를 찾아오는데…. 사실 마녀 레이븐의 정체는?!",판타지
괴양이,붉은코끼리,9.81,"어느 날 남자는 길에서 죽어가는 새끼 고양이를 발견한다.
살아날 가망이 없었지만 지극 정성을 다하여 고양이를 보살폈다.
강하게 크라고 카이사르라 이름도 붙여줬다.

……너무 강해져 버렸다.",개그
좀비X슬래셔,나락 / 홍준기,9.72,"흔한 설정이다. 좀비 사태가 발생했다.
사람들은 부산에 안전지대를 만들었으나, 한정된 공간과 넘치는 사람들로 집값은 천정부지로 치솟는다.
(여전히) 내 집 마련은 꿈도 못 꿀 시대.

이 이야기의 주인공도 집이 없다. 이 글을 보고 있는 당신과 마찬가지로.
좀비를 사냥하여 돈을 버는 직업, 좀비 슬래셔. 내집마련을 위해 그는 최전선에 뛰어들기로 한다.",액션
이세계 강셰프,양평 / 이진수 / 바나바다,9.89,"꿈을 좇던 요리사 강태양. 
어느 날, 한순간의 선택으로 그는 모든 것을 잃었다. 
하지만 일용직을 전전하며 희망 없는 하루하루를 보내던 태양에게 기회가 찾아왔으니. 
[아우로라, 직원 모집 중]
단 한 줄의 문장이, 그의 모든 것을 바꿔 놓았다!",판타지
천마의 후손이 되었다,정선율 / 임유온,9.63,"어린 시절 어머니를 잃고 복수를 위해 헌터가 되겠다 결심한 진수호.
죽을 만큼 노력했으나, 끝내 B급 헌터에 그치게 되는데.

그러던 어느날, 수호는 우연한 기회에 발생한 레드 게이트에서 의문의 남자를 만나게 된다.
그는 자신을 천마라 소개하며 진수호가 그의 후손이며 혈마라는 호적수를 상대하기 위해 자손의 몸을 빼앗으려 드는데.",판타지
돌아온 쿠쿠짱,신의철 / 김성모,9.64,"최강(?)의 펭귄 쿠쿠가 돌아왔다! 그런데 돌아온 곳이... 김성모 유니버스?!
과연 쿠쿠와 럭키짱 강건마는 힘을 합쳐 야수고의 일진들을 해치우고 세상의 평화를...
더 이상의 자세한 설명은 생략한다.",개그
첫사랑은 헤이트,망두,9.96,"선생님이 꿈인 은하는 드디어 교대생이 되었다. 
그런데 같은 과 동기중에 은하의 첫사랑이자 소꿉친구였던 승민이 있다는 사실을 알게 된다. 
하지만 승민은 중,고등학생 때 일진 출신으로 은하와는 거의 연을 끊은 사이인데,
그가 조금씩 그녀에게 다가오고 있다?!",로맨스
